"Scenario","Region","Variable","Type","Year","Value"
"Global Net-zero","Ontario","Solar","Primary Fuel",2026,2669.46
"Canada Net-zero","Ontario","Uranium","Primary Fuel",2026,10460
"Current Measures","Ontario","Uranium","Primary Fuel",2026,10460
"Global Net-zero","Ontario","Uranium","Primary Fuel",2026,10460
"Canada Net-zero","Ontario","Wind","Primary Fuel",2026,6052.67
"Current Measures","Ontario","Wind","Primary Fuel",2026,6018.66402231579
"Global Net-zero","Ontario","Wind","Primary Fuel",2026,6017.13123507853
"Canada Net-zero","Prince Edward Island","Biomass / Geothermal","Primary Fuel",2026,2.1
"Current Measures","Prince Edward Island","Biomass / Geothermal","Primary Fuel",2026,2.1
"Global Net-zero","Prince Edward Island","Biomass / Geothermal","Primary Fuel",2026,2.1
"Canada Net-zero","Prince Edward Island","Oil","Primary Fuel",2026,170.45
"Current Measures","Prince Edward Island","Oil","Primary Fuel",2026,170.45
"Global Net-zero","Prince Edward Island","Oil","Primary Fuel",2026,170.45
"Canada Net-zero","Prince Edward Island","Solar","Primary Fuel",2026,12.39358802
"Current Measures","Prince Edward Island","Solar","Primary Fuel",2026,0
"Global Net-zero","Prince Edward Island","Solar","Primary Fuel",2026,0
"Canada Net-zero","Prince Edward Island","Uranium","Primary Fuel",2026,0
"Global Net-zero","Prince Edward Island","Uranium","Primary Fuel",2026,0
"Canada Net-zero","Prince Edward Island","Wind","Primary Fuel",2026,370.4919346207
"Current Measures","Prince Edward Island","Wind","Primary Fuel",2026,353.885028424737
"Global Net-zero","Prince Edward Island","Wind","Primary Fuel",2026,358.28
"Canada Net-zero","Quebec","Biomass / Geothermal","Primary Fuel",2026,326.39
"Current Measures","Quebec","Biomass / Geothermal","Primary Fuel",2026,5488.3465168
"Global Net-zero","Quebec","Biomass / Geothermal","Primary Fuel",2026,326.39
"Canada Net-zero","Quebec","Hydro / Wave / Tidal","Primary Fuel",2026,42054.6273599
"Current Measures","Quebec","Hydro / Wave / Tidal","Primary Fuel",2026,41886.87
"Global Net-zero","Quebec","Hydro / Wave / Tidal","Primary Fuel",2026,41865.4370446
"Canada Net-zero","Quebec","Natural Gas","Primary Fuel",2026,560
"Current Measures","Quebec","Natural Gas","Primary Fuel",2026,560
"Global Net-zero","Quebec","Natural Gas","Primary Fuel",2026,560
"Canada Net-zero","Quebec","Oil","Primary Fuel",2026,244
"Current Measures","Quebec","Oil","Primary Fuel",2026,244
"Global Net-zero","Quebec","Oil","Primary Fuel",2026,244
"Canada Net-zero","Quebec","Solar","Primary Fuel",2026,0.297
"Current Measures","Quebec","Solar","Primary Fuel",2026,0.297
"Global Net-zero","Quebec","Solar","Primary Fuel",2026,0.297
"Canada Net-zero","Quebec","Uranium","Primary Fuel",2026,0
"Global Net-zero","Quebec","Uranium","Primary Fuel",2026,0
"Canada Net-zero","Quebec","Wind","Primary Fuel",2026,4562.57
"Current Measures","Quebec","Wind","Primary Fuel",2026,4956.99105263158
"Global Net-zero","Quebec","Wind","Primary Fuel",2026,4562.57
"Canada Net-zero","Saskatchewan","Biomass / Geothermal","Primary Fuel",2026,36
"Current Measures","Saskatchewan","Biomass / Geothermal","Primary Fuel",2026,36
"Global Net-zero","Saskatchewan","Biomass / Geothermal","Primary Fuel",2026,36
"Canada Net-zero","Saskatchewan","Coal & Coke","Primary Fuel",2026,1257
"Current Measures","Saskatchewan","Coal & Coke","Primary Fuel",2026,1257
"Global Net-zero","Saskatchewan","Coal & Coke","Primary Fuel",2026,1257
"Canada Net-zero","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2026,914.06
"Current Measures","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2026,914.06
"Global Net-zero","Saskatchewan","Hydro / Wave / Tidal","Primary Fuel",2026,914.06
"Canada Net-zero","Saskatchewan","Natural Gas","Primary Fuel",2026,3184.6446497
"Current Measures","Saskatchewan","Natural Gas","Primary Fuel",2026,2950.15698731111
"Global Net-zero","Saskatchewan","Natural Gas","Primary Fuel",2026,3034.1061676
"Canada Net-zero","Saskatchewan","Oil","Primary Fuel",2026,16.955
"Current Measures","Saskatchewan","Oil","Primary Fuel",2026,16.955
"Global Net-zero","Saskatchewan","Oil","Primary Fuel",2026,16.955
"Canada Net-zero","Saskatchewan","Solar","Primary Fuel",2026,84
"Current Measures","Saskatchewan","Solar","Primary Fuel",2026,64
"Global Net-zero","Saskatchewan","Solar","Primary Fuel",2026,64
"Canada Net-zero","Saskatchewan","Uranium","Primary Fuel",2026,0
"Global Net-zero","Saskatchewan","Uranium","Primary Fuel",2026,0
"Canada Net-zero","Saskatchewan","Wind","Primary Fuel",2026,2309.524
"Current Measures","Saskatchewan","Wind","Primary Fuel",2026,1962.74706786642
"Global Net-zero","Saskatchewan","Wind","Primary Fuel",2026,1955.88157068063
"Canada Net-zero","Yukon","Biomass / Geothermal","Primary Fuel",2026,43.934611
"Current Measures","Yukon","Biomass / Geothermal","Primary Fuel",2026,36.727373
"Global Net-zero","Yukon","Biomass / Geothermal","Primary Fuel",2026,40.558732
"Canada Net-zero","Yukon","Hydro / Wave / Tidal","Primary Fuel",2026,99.5
"Current Measures","Yukon","Hydro / Wave / Tidal","Primary Fuel",2026,99.5
"Global Net-zero","Yukon","Hydro / Wave / Tidal","Primary Fuel",2026,99.5
"Canada Net-zero","Yukon","Natural Gas","Primary Fuel",2026,19.8
"Current Measures","Yukon","Natural Gas","Primary Fuel",2026,19.8
"Global Net-zero","Yukon","Natural Gas","Primary Fuel",2026,19.8
"Canada Net-zero","Yukon","Oil","Primary Fuel",2026,21.57
"Current Measures","Yukon","Oil","Primary Fuel",2026,21.57
"Global Net-zero","Yukon","Oil","Primary Fuel",2026,21.57
"Canada Net-zero","Yukon","Solar","Primary Fuel",2026,1.044
"Current Measures","Yukon","Solar","Primary Fuel",2026,1.044
"Global Net-zero","Yukon","Solar","Primary Fuel",2026,1.044
"Canada Net-zero","Yukon","Wind","Primary Fuel",2026,7.81
"Current Measures","Yukon","Wind","Primary Fuel",2026,7.81
"Global Net-zero","Yukon","Wind","Primary Fuel",2026,7.81
"Canada Net-zero","Alberta","Biomass / Geothermal","Primary Fuel",2027,285.65
"Current Measures","Alberta","Biomass / Geothermal","Primary Fuel",2027,285.65
"Global Net-zero","Alberta","Biomass / Geothermal","Primary Fuel",2027,285.65
"Canada Net-zero","Alberta","Coal & Coke","Primary Fuel",2027,0
"Current Measures","Alberta","Coal & Coke","Primary Fuel",2027,0
"Global Net-zero","Alberta","Coal & Coke","Primary Fuel",2027,0
"Canada Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel",2027,894.35
"Current Measures","Alberta","Hydro / Wave / Tidal","Primary Fuel",2027,894.35
"Global Net-zero","Alberta","Hydro / Wave / Tidal","Primary Fuel",2027,894.35
"Canada Net-zero","Alberta","Natural Gas","Primary Fuel",2027,15039.4853832
"Current Measures","Alberta","Natural Gas","Primary Fuel",2027,15610.7198431111
"Global Net-zero","Alberta","Natural Gas","Primary Fuel",2027,15053.492054
"Canada Net-zero","Alberta","Oil","Primary Fuel",2027,7.14999999999999
"Current Measures","Alberta","Oil","Primary Fuel",2027,7.15
"Global Net-zero","Alberta","Oil","Primary Fuel",2027,7.15
"Canada Net-zero","Alberta","Solar","Primary Fuel",2027,1479.4
"Current Measures","Alberta","Solar","Primary Fuel",2027,1500.466
"Global Net-zero","Alberta","Solar","Primary Fuel",2027,1479.4
"Canada Net-zero","Alberta","Uranium","Primary Fuel",2027,0
"Global Net-zero","Alberta","Uranium","Primary Fuel",2027,0
"Canada Net-zero","Alberta","Wind","Primary Fuel",2027,5124.724
"Current Measures","Alberta","Wind","Primary Fuel",2027,2848.56
"Global Net-zero","Alberta","Wind","Primary Fuel",2027,4361.33486910995
"Canada Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel",2027,1079.05
"Current Measures","British Columbia","Biomass / Geothermal","Primary Fuel",2027,1079.05
"Global Net-zero","British Columbia","Biomass / Geothermal","Primary Fuel",2027,979.05
"Canada Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2027,17053.47
"Current Measures","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2027,17053.47
"Global Net-zero","British Columbia","Hydro / Wave / Tidal","Primary Fuel",2027,17053.47
"Canada Net-zero","British Columbia","Natural Gas","Primary Fuel",2027,2271.0768742
"Current Measures","British Columbia","Natural Gas","Primary Fuel",2027,2384.28243155555
"Global Net-zero","British Columbia","Natural Gas","Primary Fuel",2027,2627.5202848
"Canada Net-zero","British Columbia","Oil","Primary Fuel",2027,36.46
"Current Measures","British Columbia","Oil","Primary Fuel",2027,36.46
"Global Net-zero","British Columbia","Oil","Primary Fuel",2027,36.46
"Canada Net-zero","British Columbia","Solar","Primary Fuel",2027,764.081
"Current Measures","British Columbia","Solar","Primary Fuel",2027,455.081
"Global Net-zero","British Columbia","Solar","Primary Fuel",2027,455.081
"Canada Net-zero","British Columbia","Uranium","Primary Fuel",2027,0
"Global Net-zero","British Columbia","Uranium","Primary Fuel",2027,0
"Canada Net-zero","British Columbia","Wind","Primary Fuel",2027,972.518
"Current Measures","British Columbia","Wind","Primary Fuel",2027,852.25
"Global Net-zero","British Columbia","Wind","Primary Fuel",2027,934.168887478534
"Canada Net-zero","Manitoba","Biomass / Geothermal","Primary Fuel",2027,29.060682
"Current Measures","Manitoba","Biomass / Geothermal","Primary Fuel",2027,22
"Global Net-zero","Manitoba","Biomass / Geothermal","Primary Fuel",2027,22
"Canada Net-zero","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2027,6679.3399054
"Current Measures","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2027,6272.69
"Global Net-zero","Manitoba","Hydro / Wave / Tidal","Primary Fuel",2027,6576.2777142
"Canada Net-zero","Manitoba","Natural Gas","Primary Fuel",2027,402.61
"Current Measures","Manitoba","Natural Gas","Primary Fuel",2027,402.61
"Global Net-zero","Manitoba","Natural Gas","Primary Fuel",2027,402.61
"Canada Net-zero","Manitoba","Oil","Primary Fuel",2027,37.3099999999999
"Current Measures","Manitoba","Oil","Primary Fuel",2027,37.31
"Global Net-zero","Manitoba","Oil","Primary Fuel",2027,37.31
"Canada Net-zero","Manitoba","Solar","Primary Fuel",2027,6
"Current Measures","Manitoba","Solar","Primary Fuel",2027,6
"Global Net-zero","Manitoba","Solar","Primary Fuel",2027,6
"Canada Net-zero","Manitoba","Uranium","Primary Fuel",2027,0
"Global Net-zero","Manitoba","Uranium","Primary Fuel",2027,0
"Canada Net-zero","Manitoba","Wind","Primary Fuel",2027,353.162
"Current Measures","Manitoba","Wind","Primary Fuel",2027,352.43947368421
"Global Net-zero","Manitoba","Wind","Primary Fuel",2027,352.210209424084
"Canada Net-zero","New Brunswick","Biomass / Geothermal","Primary Fuel",2027,79.2
"Current Measures","New Brunswick","Biomass / Geothermal","Primary Fuel",2027,79.2
"Global Net-zero","New Brunswick","Biomass / Geothermal","Primary Fuel",2027,79.2
"Canada Net-zero","New Brunswick","Coal & Coke","Primary Fuel",2027,541
"Current Measures","New Brunswick","Coal & Coke","Primary Fuel",2027,541
"Global Net-zero","New Brunswick","Coal & Coke","Primary Fuel",2027,541
"Canada Net-zero","New Brunswick","Hydro / Wave / Tidal","Primary Fuel",2027,960.98
"Current Measures","New Brunswick","Hydro / Wave / Tidal","Primary Fuel",2027,960.98
"Global Net-zero","New Brunswick","Hydro / Wave / Tidal","Primary Fuel",2027,960.98
"Canada Net-zero","New Brunswick","Natural Gas","Primary Fuel",2027,550
"Current Measures","New Brunswick","Natural Gas","Primary Fuel",2027,550
"Global Net-zero","New Brunswick","Natural Gas","Primary Fuel",2027,550
"Canada Net-zero","New Brunswick","Oil","Primary Fuel",2027,1564.34
"Current Measures","New Brunswick","Oil","Primary Fuel",2027,1564.34
"Global Net-zero","New Brunswick","Oil","Primary Fuel",2027,1564.34
"Canada Net-zero","New Brunswick","Solar","Primary Fuel",2027,30.162
"Current Measures","New Brunswick","Solar","Primary Fuel",2027,30.162
"Global Net-zero","New Brunswick","Solar","Primary Fuel",2027,30.162
"Canada Net-zero","New Brunswick","Uranium","Primary Fuel",2027,705
"Current Measures","New Brunswick","Uranium","Primary Fuel",2027,705
"Global Net-zero","New Brunswick","Uranium","Primary Fuel",2027,705
"Canada Net-zero","New Brunswick","Wind","Primary Fuel",2027,399
"Current Measures","New Brunswick","Wind","Primary Fuel",2027,351.813137578947
"Global Net-zero","New Brunswick","Wind","Primary Fuel",2027,399
"Canada Net-zero","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2027,7607.061
"Current Measures","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2027,7607.061
"Global Net-zero","Newfoundland and Labrador","Hydro / Wave / Tidal","Primary Fuel",2027,7607.061
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","Primary Fuel",2027,251.5
"Current Measures","Newfoundland and Labrador","Natural Gas","Primary Fuel",2027,251.5
"Global Net-zero","Newfoundland and Labrador","Natural Gas","Primary Fuel",2027,251.5
"Canada Net-zero","Newfoundland and Labrador","Oil","Primary Fuel",2027,769.55
"Current Measures","Newfoundland and Labrador","Oil","Primary Fuel",2027,769.55
"Global Net-zero","Newfoundland and Labrador","Oil","Primary Fuel",2027,769.55
"Canada Net-zero","Newfoundland and Labrador","Solar","Primary Fuel",2027,0.015
"Current Measures","Newfoundland and Labrador","Solar","Primary Fuel",2027,0.015
"Global Net-zero","Newfoundland and Labrador","Solar","Primary Fuel",2027,0.015
"Canada Net-zero","Newfoundland and Labrador","Wind","Primary Fuel",2027,54.3
"Current Measures","Newfoundland and Labrador","Wind","Primary Fuel",2027,54.3
"Global Net-zero","Newfoundland and Labrador","Wind","Primary Fuel",2027,54.3
"Canada Net-zero","Nova Scotia","Biomass / Geothermal","Primary Fuel",2027,112.56
"Current Measures","Nova Scotia","Biomass / Geothermal","Primary Fuel",2027,112.56
"Global Net-zero","Nova Scotia","Biomass / Geothermal","Primary Fuel",2027,112.56
"Canada Net-zero","Nova Scotia","Coal & Coke","Primary Fuel",2027,1133
"Current Measures","Nova Scotia","Coal & Coke","Primary Fuel",2027,1133
"Global Net-zero","Nova Scotia","Coal & Coke","Primary Fuel",2027,1133
"Canada Net-zero","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2027,389.35
"Current Measures","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2027,389.35
"Global Net-zero","Nova Scotia","Hydro / Wave / Tidal","Primary Fuel",2027,389.35
"Canada Net-zero","Nova Scotia","Natural Gas","Primary Fuel",2027,724.098935
"Current Measures","Nova Scotia","Natural Gas","Primary Fuel",2027,1180.21831944444
"Global Net-zero","Nova Scotia","Natural Gas","Primary Fuel",2027,658.6962669
"Canada Net-zero","Nova Scotia","Oil","Primary Fuel",2027,222.3
"Current Measures","Nova Scotia","Oil","Primary Fuel",2027,222.3
"Global Net-zero","Nova Scotia","Oil","Primary Fuel",2027,222.3
"Canada Net-zero","Nova Scotia","Solar","Primary Fuel",2027,0.365
"Current Measures","Nova Scotia","Solar","Primary Fuel",2027,0.365
"Global Net-zero","Nova Scotia","Solar","Primary Fuel",2027,0.365
"Canada Net-zero","Nova Scotia","Wind","Primary Fuel",2027,1403.18
"Current Measures","Nova Scotia","Wind","Primary Fuel",2027,624.600669136842
"Global Net-zero","Nova Scotia","Wind","Primary Fuel",2027,1403.18
"Canada Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2027,115.4805
"Current Measures","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2027,115.4805
"Global Net-zero","Northwest Territories","Hydro / Wave / Tidal","Primary Fuel",2027,115.4805
"Canada Net-zero","Northwest Territories","Natural Gas","Primary Fuel",2027,17.8
"Current Measures","Northwest Territories","Natural Gas","Primary Fuel",2027,17.8
"Global Net-zero","Northwest Territories","Natural Gas","Primary Fuel",2027,17.8
"Canada Net-zero","Northwest Territories","Oil","Primary Fuel",2027,115
"Current Measures","Northwest Territories","Oil","Primary Fuel",2027,115
"Global Net-zero","Northwest Territories","Oil","Primary Fuel",2027,115
"Canada Net-zero","Northwest Territories","Solar","Primary Fuel",2027,3.015
"Current Measures","Northwest Territories","Solar","Primary Fuel",2027,2.015
"Global Net-zero","Northwest Territories","Solar","Primary Fuel",2027,2.015
"Canada Net-zero","Northwest Territories","Wind","Primary Fuel",2027,13.2
"Current Measures","Northwest Territories","Wind","Primary Fuel",2027,13.2
"Global Net-zero","Northwest Territories","Wind","Primary Fuel",2027,13.2
"Current Measures","Nunavut","Biomass / Geothermal","Primary Fuel",2027,0
"Canada Net-zero","Nunavut","Oil","Primary Fuel",2027,66.28
"Current Measures","Nunavut","Oil","Primary Fuel",2027,66.28
"Global Net-zero","Nunavut","Oil","Primary Fuel",2027,66.28
"Canada Net-zero","Nunavut","Solar","Primary Fuel",2027,1.033
"Current Measures","Nunavut","Solar","Primary Fuel",2027,1.033
"Global Net-zero","Nunavut","Solar","Primary Fuel",2027,1.033
"Canada Net-zero","Nunavut","Wind","Primary Fuel",2027,0.5
"Current Measures","Nunavut","Wind","Primary Fuel",2027,0.5
"Global Net-zero","Nunavut","Wind","Primary Fuel",2027,0.5
"Canada Net-zero","Ontario","Biomass / Geothermal","Primary Fuel",2027,698.62
"Current Measures","Ontario","Biomass / Geothermal","Primary Fuel",2027,698.62
"Global Net-zero","Ontario","Biomass / Geothermal","Primary Fuel",2027,698.62
"Canada Net-zero","Ontario","Hydro / Wave / Tidal","Primary Fuel",2027,9263.68
"Current Measures","Ontario","Hydro / Wave / Tidal","Primary Fuel",2027,9263.68
"Global Net-zero","Ontario","Hydro / Wave / Tidal","Primary Fuel",2027,9263.68
"Canada Net-zero","Ontario","Natural Gas","Primary Fuel",2027,11738.7123185
"Current Measures","Ontario","Natural Gas","Primary Fuel",2027,10474.1495114444
"Global Net-zero","Ontario","Natural Gas","Primary Fuel",2027,11738.276332
"Canada Net-zero","Ontario","Oil","Primary Fuel",2027,250.45
"Current Measures","Ontario","Oil","Primary Fuel",2027,250.45
"Global Net-zero","Ontario","Oil","Primary Fuel",2027,250.45
"Canada Net-zero","Ontario","Solar","Primary Fuel",2027,2808.14931084
"Current Measures","Ontario","Solar","Primary Fuel",2027,2669.46
"Global Net-zero","Ontario","Solar","Primary Fuel",2027,2669.46
"Canada Net-zero","Ontario","Uranium","Primary Fuel",2027,10060
